pCom pHouse dHouse phiV phiA piV piA
0.00393523402129582 0.335207079162342 1.04101031596969 0.67879005066127 0.837727167444515 0.999505031085967 0.994199089451948
0.00480320115606638 0.233968229417349 0.640808970161434 0.667059081387607 0.883654716596171 0.999098300562505 0.995208600453801
0.00330320777842055 0.495641697162647 0.0220246741194136 0.703683327070955 0.861636490874963 0.999333400857456 0.992911859858709
0.00338495408391165 0.330448867806922 0.304688748775114 0.751542121305007 0.944004145498966 0.999011056821186 0.993810908276006
0.00405847103082344 0.279036212594195 0.589252124662575 0.783537422527002 0.858309578175855 0.999400820804199 0.991966920917018
0.00314522916975443 0.37762856062011 0.736103480783447 0.644441499079025 0.819791192265831 0.999399547592227 0.992361370203505
0.00333101777784912 0.351738127478083 0.686154160115488 0.737770938385099 0.929385396550599 0.99902805633339 0.992854525784658
0.00471487786727066 0.354231151804518 0.321298077042346 0.719916980575799 0.834027902668096 0.999267604019569 0.993136226180632
0.00438310766706743 0.313619715468486 0.854567116108482 0.779585037975629 0.879679156319116 0.999342661002574 0.993418372190937
0.00477656889436291 0.365322005540745 0.296032278369194 0.699767455437141 0.855739367025605 0.999286525909278 0.993565232554068
0.00409244402390848 0.374432546545974 0.363858349054003 0.821194388875624 0.88609491249503 0.999184344666028 0.993438962410706
0.00366675710313136 0.612651065204517 0 0.73243248747471 0.802790879775842 0.999327082612465 0.992563690400337
0.00283099526164596 0.410732412565648 1.00189221482392 0.793287077212267 0.969013889835143 0.998445797909388 0.991592791225563
0.00381385529285551 0.348576879009741 0.173827793814007 0.762448735192205 0.743380221313137 0.999373068125033 0.99226191266577
0.0027724912739288 0.468490933725873 0.924128166546151 0.678090289197531 0.877735511165115 0.999533286493589 0.992678049611078
0.00521718361452144 0.320997431169281 0.422930017691455 0.639388674967447 0.914335208181706 0.999696286462709 0.992899426907708
0.00423868439105951 0.401319303108859 1.09234582222357 0.809305420884801 0.905604043708771 0.999300062238966 0.992674767592905
0.00306451613706666 0.365937249902709 0 0.689125961754425 0.822806343452754 0.998813121200395 0.99221437183587
0.00488155106200758 0.370662452824767 0.167787516029425 0.689366641959579 0.884717492923091 0.999346823122271 0.993566403624744
0.00542471270720614 0.369840118685634 0.143251344492471 0.633407654751766 0.880880078679126 0.999501071913772 0.992911489170464
0.00390692088390136 0.29235993324733 1.97690648143221 0.63802453497353 0.830821201287557 0.999570983641128 0.992671438351256
0.00360640324280927 0.536319333515499 0.526298496677586 0.680010607777117 0.927445953981785 0.999057595570614 0.993482070732745
0.00340242496886477 0.357130568528365 3.16165348971706 0.77077717577675 0.917204791334557 0.999098300562505 0.992085225523392
0.00344238686792303 0.505737854283021 0.207441152573651 0.757655611475021 0.914188163089613 0.999151292271117 0.993597209749691
0.00401351266270595 0.42069961314745 0 0.714018586440342 0.895743471495336 0.999513245251917 0.993436222533095
0.00453545373135433 0.531533082375686 0.174282438314784 0.686199524291744 0.783433532959977 0.999098300562505 0.99387386009848
0.00373248161039229 0.380341158645265 0.981915884927485 0.735517541674812 0.956125375956886 0.998955683730924 0.992770798995581
0.00330746440060252 0.351041661066789 0.395242183019465 0.756528939969844 0.868128315010302 0.998748427664358 0.992464906566441
0.00450117633220541 0.253299006177902 0.24571581902805 0.710733145614929 0.870477188155929 0.999599035583041 0.993277846433726
0.00388361306077075 0.425684643876633 0.361312702217714 0.665994237253151 0.861478968149772 0.999499137828603 0.993859332761189
0.00404261628183496 0.273029497416832 1.25168530715748 0.67245016933143 0.894668633995963 0.999289076326148 0.993883740381698
0.00490426184463049 0.320239980508741 0 0.685887338431557 0.810353441834794 0.999918693812442 0.994188368529023
0.00338298601326692 0.333062039989954 1.82355571624915 0.751642622434338 0.846456802504813 0.998998057535469 0.992240741013337
0.00374228623503094 0.38792514495653 0.431272279156943 0.734404396960223 0.881433298222697 0.999655581462514 0.99337426060506
0.00384146149279817 0.413920210490827 0.177315685939943 0.775111342701772 0.886627262177254 0.999139005554397 0.993247728110155
0.00412636356949714 0.342218241515877 0.768674724702318 0.701715051069948 0.848690627385402 0.999098300562505 0.993190944558003
0.00565638028211178 0.303497149231259 0 0.708711668897601 0.859646881409631 0.999196437961227 0.994013845676183
0.00420913115656372 0.373353359430252 0.668089919184996 0.810689583120715 0.844308257076753 0.999696286462709 0.993074287535375
0.00383483505124421 0.405410998706746 0.729959587339952 0.745758007838342 0.873901178566762 0.999442719099991 0.993916613041089
0.00440870397742494 0.436562967520217 0.201585730370494 0.713143510094139 0.916710954183766 0.999397393312877 0.993985890909817
0.00328325691953557 0.382821973563477 0 0.722109259839281 0.897176670883465 0.998872978090057 0.993300639139096
0.00527796147208549 0.256073295599313 1.39314236020547 0.743437796147504 0.841295322472953 0.999297263397685 0.994216813523002
0.00335342890088369 0.535043350780314 0 0.778314079839189 0.805201674021009 0.999442719099991 0.992315957463799
0.00364491646486636 0.362222971276478 0.616700692828201 0.756331198689635 0.8372772039069 0.998861621656277 0.992781136376874
0.00404563049006201 0.336281273774293 0.673134747134458 0.697403211467492 0.848169542822267 0.999202846064122 0.992896340546175
0.00407227630584875 0.341207653680649 0.414877306995096 0.696170257213751 0.90675093619432 0.999492166160812 0.993657040952404
0.00365160896103341 0.415681138905004 0 0.674684294534123 0.80689463345565 0.99950023351409 0.994199563918142
0.00273393411811696 0.43706263276877 1.09044123825838 0.748279834874887 0.916773122296077 0.999020159100811 0.993315351915764
0.00465213417685786 0.317276537263425 0.666159326234508 0.759888089841031 0.873244537248389 0.999281521129073 0.992898196708973
0.00440468833120319 0.302383485573964 0.320589646504135 0.763056499033905 0.871924800936302 0.999509755901898 0.992774250680154
0.0042068663659762 0.28552005259453 1.77040442982517 0.785966417225198 0.920039397154258 0.999442719099991 0.993274213287262
0.00353958814093486 0.341926324145238 0.422704362359043 0.769467804313832 0.915430445368629 0.999139005554397 0.992903287969918
0.00499777498966687 0.392170072482956 0 0.724421777783849 0.917581734843795 0.99925557190367 0.99365910328404
0.00323709444460549 0.343878942808677 0.237014318630497 0.815196389613974 0.831882172082931 0.999038962247992 0.992735915420511
0.00442578297999468 0.373000709988262 0 0.687827372453313 0.818261237667859 0.999015704354928 0.992989862897165
0.0054254199122142 0.421683633559988 0 0.712745472826783 0.784056237027434 0.999852999713642 0.993912380013606
0.00437376696019538 0.324785558858334 0.48981701785844 0.738266101046197 0.778155924679715 0.999624044823566 0.991781982921582
0.0038017949206062 0.420425320161769 0.323999392627881 0.717623050290239 0.825127243631741 0.99933339157742 0.993978174817162
0.00389884569431192 0.323493694742406 0.0609284137959707 0.725777491496419 0.842500784192981 0.999739274327852 0.993909470956479
0.00451840657115505 0.336587309307292 0.218767884052607 0.710295439297669 0.788777485473125 0.999493207941563 0.993589242064359
0.00420530225205628 0.452380632990271 0.205217384549707 0.638977953487572 0.841648000300531 0.999213945867485 0.992900130467568
0.00307937715492924 0.40561435785883 0.843151530223234 0.776077550153801 0.808123430759374 0.999382774769957 0.991258363258289
0.00465398106832967 0.307042715042984 0 0.717160330481473 0.771614439424981 0.999098300562505 0.993532891891791
0.00300688567278596 0.375421761006515 1.47680860218708 0.77355157039978 0.769653136870279 0.999483424097015 0.99298273811419
0.00306152954790498 0.422972396415254 1.60701519662581 0.82426844950793 0.855328610837638 0.999244128987259 0.990940982144177
0.0043936113712087 0.289662909615808 0.289567430589654 0.656825271149811 0.874441645311612 0.999161893493662 0.99380268718922
0.00442665520738934 0.401397577064128 0.470226848572516 0.654219288772731 0.873773582791209 0.999004076142914 0.994122953296121
0.00392958609644019 0.519180671855626 0.496111953327919 0.629568678353865 0.76749317952315 0.999655581462514 0.99254394306887
0.00376740878680072 0.326125196562871 0 0.791835317473863 0.876233655482348 0.999854291221557 0.992745321255914
0.0042862181564125 0.325224320081065 0.219589325522111 0.711533072105938 0.826538846655613 0.999423080430544 0.993518362255021
0.00387459773533059 0.382432249774147 0.389006977962467 0.738603224708517 0.818039395403417 0.999442719099991 0.992966631010181
0.00450407147629386 0.346245138537462 1.1668066599539 0.698561169828676 0.890618972072219 0.999267927084884 0.993922483188417
0.00497022192596906 0.379115399367535 0.0150996925744935 0.698147716444332 0.807038216568103 0.999273851815649 0.993961482723225
0.00562657348024449 0.352618494242254 0.0809938262107246 0.746848466159433 0.827053870045647 0.999787148294985 0.993082787792633
0.00395974339707615 0.327269814013401 0.426902089629028 0.82033512438123 0.806522963372938 0.999555515678575 0.993537693074185
0.00450150418890035 0.339626887641491 0.642737773281493 0.768477360312444 0.810218465849241 0.999634849110401 0.993122613641454
0.00434101234566127 0.270466020113715 1.15824507167044 0.67811959693245 0.899192116091686 0.999027790186794 0.992526877619944
0.00434418690273141 0.292120212742961 0.982352208786004 0.6942723886041 0.858764827226554 0.999442719099991 0.993146964349488
0.00492866340649219 0.32364201592887 0.0877511001107726 0.670835797807626 0.828743714164727 0.999442719099991 0.99451064023155
0.00328240830696559 0.439671399285443 0 0.773670079551199 0.84317045350651 0.999558459162944 0.993498472624691
0.0050214234075654 0.24670493241357 0.320629129979574 0.644255366940591 0.890817278577671 0.999572549780107 0.993488845954433
0.00401879760665089 0.302050922565549 1.38476420010846 0.741173222028431 0.873084261632643 0.999281655887374 0.994474674727711
0.00475034021443922 0.286652443267328 0.189910928663374 0.707190624396846 0.850919218030976 0.999918693812442 0.994203957048061
0.00429248325982887 0.367545942767083 0.187806529517448 0.709718912919673 0.833979666676974 0.999749897049564 0.992921748030105
0.00322940075841188 0.350989441760682 0.412775196845339 0.769181471696734 0.842940722321982 0.999442719099991 0.993205421303395
0.00473723971523509 0.442766728245256 0 0.685106908638674 0.857835489224114 0.999546007433255 0.993888205820203
0.00381980381519074 0.354403844722835 0.318074720514409 0.778123938481859 0.86786316541236 0.999483424097015 0.992399955532503
0.00490243149375112 0.414103325429178 0.907660519101745 0.667391667838656 0.850537036383558 0.999139005554397 0.993434727835246
0.00385237504088547 0.371676925587816 0.20175527258007 0.654623327807376 0.86116115369118 0.999294573991153 0.991917459694107
0.00448758102700502 0.305392331763292 3.51066965051035 0.692500354857767 0.889985669705401 0.998957365300801 0.993081441870799
0.00530608330657774 0.41713674002618 0 0.6706427457306 0.801246200490678 0.999483424097015 0.993305575250986
0.00402209341438864 0.424586803606182 0 0.667042561545962 0.867220792532369 0.999237933206836 0.992945710523874
0.00355874648173306 0.510839070339784 0 0.708567906501692 0.809195140010692 0.999402014102968 0.993189904303424
0.00430701253703806 0.279109380537 0.264938417748124 0.764749563215323 0.826819899635397 0.999207807963383 0.993171232177294
0.00410538356783917 0.374105691320174 0.481389553962699 0.722794836824598 0.840746428824567 0.999442719099991 0.993196631955327
0.00453343461081273 0.291262718493239 0.102980568794233 0.664871515492422 0.872669811347528 0.999256749510511 0.992902032626519
0.00377381844232388 0.40674460630542 0.694510366715085 0.728976761268946 0.887097965957405 0.999442719099991 0.993727016431853
0.00384016775230441 0.487165535751734 0.375702614516404 0.74403512467805 0.86401437748904 0.999173769231037 0.992835538245729
0.00413783860530705 0.270290854676876 1.20571083974637 0.7498946462092 0.915333767086732 0.999442719099991 0.992193567754915
0.00470117374551276 0.411477536673334 0 0.723012101987382 0.784262294793756 0.999519775215988 0.992425746146157
0.00466356300662422 0.461819458980838 0 0.663816031314185 0.849511049594313 0.999442719099991 0.994662593248387
0.00433019404192903 0.327107468260251 1.03766075940294 0.745145272821032 0.873596128818264 0.999306937203613 0.993096726020912
0.00440423674895582 0.438503099388236 0.213932576201749 0.78280055000073 0.900218522809434 0.999139005554397 0.993618187842141
0.00329920082303948 0.405837695065279 0.973436498236538 0.635872647196561 0.761281114875686 0.999655581462514 0.993015064393733
0.00452574975788047 0.287645959504966 0 0.660512180893683 0.792007415193065 0.999597775500665 0.994769534700109
0.00434679009498429 0.285434622007326 0.151711269451012 0.715089427930989 0.922828004513027 0.998876726847663 0.992578527535657
0.00234066704401351 0.368174927935444 1.3118209551101 0.802371482316641 0.928954374609261 0.998975327842562 0.993637355850786
0.00409227379053419 0.31485454184323 0.979442192205482 0.741701944496767 0.806299905181043 0.999383107454321 0.99344913236985
0.00544217786845694 0.297318334975002 0 0.725765881825859 0.894379827458112 0.999402014102968 0.992768642175968
0.00323175849945702 0.448357723201316 0.472593206152003 0.762185446262408 0.895146980464562 0.999141190571541 0.992362153570219
0.00391659329389044 0.57260892097758 0.0939744482434327 0.638042082834971 0.810876422304375 0.999303526600125 0.994459909760081
0.00409932140013125 0.361569843710936 0 0.659570871049963 0.753548081359327 0.999782135000251 0.993987882673638
0.00463571246188187 0.257929983369888 1.114157182995 0.666946924023158 0.83669397479319 0.999790728587343 0.993555355949462
0.00470525845379739 0.344365549850642 0.520058330832422 0.701488880645701 0.890432482869785 0.999139005554397 0.993297958295862
0.00426542832318495 0.335405069541969 1.38432196029502 0.754388401060663 0.844322541733666 0.999875687915486 0.991229613019826
0.00441201414035433 0.337226671561379 0.620957194640919 0.671937993685407 0.877287511782848 0.999272811880579 0.994578044193217
0.00367143834101385 0.421255373898039 0.88638562738695 0.721975052104119 0.820858738888035 0.999298813157244 0.993393431696021
0.00390738347256087 0.397078065894289 0.306364385952781 0.69273949750972 0.853771053221513 0.999614876462318 0.993186697128194
0.00387609428786313 0.369001886826797 1.51952991437064 0.755134373749909 0.821455023653255 0.999402014102968 0.992618919423882
0.00415957329334549 0.409335314763109 0.535229493379545 0.714811355139095 0.775009711536618 0.999876135241067 0.993144321396095
0.00328319499236231 0.404499522584342 0.290277830225213 0.779150707816906 0.94958655494861 0.998658177483695 0.993983987124885
0.00402627753370318 0.323824297365826 0.912532663694286 0.641484682628007 0.812136071986961 0.999357599086046 0.993686056266046
0.00363636157805359 0.311452802266012 1.90867140380713 0.637538631970893 0.844133747335749 0.998833456190376 0.99402547924379
0.00329216848499895 0.33537665309911 0.393713955295697 0.769407282034245 0.894156260270156 0.999179710546895 0.992608181497018
0.0043045381991869 0.243029962190254 0.251038824809011 0.717449529972528 0.871118253708209 0.999442719099991 0.993695862003779
0.00481958663186984 0.322723886449585 0 0.771803121239156 0.768250021958869 0.999868247314743 0.993057645992149
0.00466292674939014 0.291250409426426 0.125654755922523 0.691525354004936 0.841737840342728 0.999524449500933 0.993031751139704
0.00466302127519185 0.298212982332931 0.671400387565164 0.680665767424676 0.80802022628199 0.999609126274439 0.99347172406107
0.00344911163342378 0.362005579332558 0.898141744958776 0.736445518949159 0.834460796907761 0.999705742767008 0.992694400704084
0.00368824662144398 0.302803977893028 5.80246737201638 0.76857068999649 0.893128469700644 0.999561560787633 0.993263731564258
0.00481034380809838 0.351496864625964 0.250456102678709 0.694860624947846 0.851624977341076 0.999655581462514 0.993019826297371
0.00405315858324803 0.340101361074366 1.37177766371778 0.704060243710098 0.917412205464211 0.999139005554397 0.992822823258366
0.00428146226721638 0.391356827935045 0.418702716771928 0.701991516142631 0.865935780169189 0.999495299627268 0.993874133942617
0.00308253983196686 0.395813191021616 0.966166710332486 0.774508679315263 0.842045647329668 0.999293932132245 0.994229176495971
0.00468139354290681 0.293230553807731 0.267582744216405 0.69499630385153 0.780549284134131 0.999614905245486 0.993863151993404
0.00428273343368746 0.334004940679038 1.51329560048662 0.715076586324993 0.87275002249904 0.999278121958238 0.993144199283557
0.00547375971086168 0.268958718578133 0.656790021393459 0.671163151154317 0.814345664113902 0.999515098447344 0.994394344824578
0.00335585200475282 0.547113263714651 0.49847627146127 0.700105137537644 0.833466072784402 0.998867616933057 0.99316667746843
0.00349105138985086 0.48001822390777 0.459613660452987 0.72845253069807 0.854259244506013 0.99933089096153 0.993253307654054
0.00304177879881261 0.287993252012215 4.64884203040621 0.733143170058736 0.863543601269182 0.999442719099991 0.994375707555914
0.00302249748824245 0.488224603624705 0.427318647404467 0.756863865225432 0.92292637768583 0.999255222119197 0.991823212631105
0.00481963271384831 0.339615886945759 2.51932917639043e-07 0.671469776706347 0.857200714203551 0.999336992903595 0.993004488320768
0.00414240599028839 0.28447077239224 1.73267663844124 0.77637945621197 0.868889882563953 0.999521874684745 0.992698041106881
0.00447350627516566 0.553814678654887 0.0434795276714753 0.741562850680158 0.825942177293367 0.999388895821572 0.992970620400313
0.00372201993800008 0.401587473681968 0.039110502221315 0.742926277103121 0.851469460260638 0.999549068547523 0.994992243946211
0.00412587665469592 0.362378026573214 0.338348129193828 0.686138902162419 0.905349889708519 0.998875673390374 0.992274304810109
0.00288885292141401 0.579956642442235 0.297039964954647 0.740343667764574 0.891939320897769 0.999010723585129 0.992300981950016
0.00480007213355862 0.430401339625612 0.0610355469922515 0.652799257138944 0.846832571391073 0.999176156354613 0.993522823830265
0.00464157815944297 0.439986549355406 1.01680029211735 0.708807570594372 0.873186350187418 0.999395825107247 0.993277993758612
0.0026605640482402 0.413626899985517 1.36050730301174 0.717411455693803 0.881024397057257 0.998963188370141 0.994593977008612
0.00396463732949149 0.225311868559672 1.29278122482643 0.746601958061242 0.881823616112827 0.999867170023595 0.993200095435496
0.00477580773988742 0.335385577289017 0.17005614242874 0.709084888003886 0.861093824664935 0.999209083841092 0.992691853084321
0.00330901792089468 0.323869820544324 2.75241374754795 0.702380215963555 0.969390720244853 0.999313101610479 0.99393785381734
0.00299232167354992 0.305010675809517 3.60887696935782 0.66909752520148 0.86397548937832 0.999868547642396 0.993935211124578
0.00295182629751622 0.335903680495348 0.474432982361271 0.846151258377816 0.920791489944371 0.999139005554397 0.992538699007675
0.00503990192320041 0.320592136136185 0.348777324681934 0.652773781066553 0.820009242577999 0.999666717276044 0.994279360132911
0.00420553827676105 0.366114542902737 0 0.716637940711694 0.852904151416899 0.999639537400676 0.992027658484735
0.00299001549890588 0.317845959500344 0.943902716153961 0.725600850724585 0.909724673827511 0.998899656587456 0.993154198471396
0.00389064476598668 0.312225422706072 0.930631235597231 0.680976585501109 0.864405841210384 0.999252380520419 0.993867639463866
0.00313673836845817 0.425611052362319 3.50829398796332 0.713815299050075 0.891783466243617 0.999293417353166 0.993438788782576
0.00380130356296628 0.388692494033283 0.722764669065782 0.684657359881202 0.892090232175409 0.999209713119086 0.991676208574686
0.00438713395799182 0.475654595851956 0.165686421712065 0.702226134512801 0.845492813936753 0.999057595570614 0.994142590957937
0.00409332747734916 0.377395888417081 0.242924530221233 0.672956312048211 0.863362843260135 0.999442719099991 0.994593819676025
0.00418901700319641 0.324139548713806 0.312883101026895 0.712486851032155 0.85588014042054 0.999098300562505 0.993804409404209
0.0028289946929732 0.558928529800782 1.80668936767793e-06 0.73648516568904 0.817405627902101 0.998948377068694 0.993631285289378
0.00600309110877975 0.331920899433066 0.373732566754537 0.639979383086464 0.882715538311923 0.999238633649042 0.994852468765417
0.0037358002658174 0.320068794472575 2.27993930987289 0.827483169871284 0.923764741019208 0.999139005554397 0.99400274119027
0.00487351637354673 0.338258299634764 0.315203068671871 0.661300234509105 0.814351214372016 0.999584998619504 0.992699694848571
0.00353625743124407 0.437307782233922 0.0997379118878607 0.811575881881448 0.883834165846738 0.999263256045441 0.992980879263554
0.00365012024520282 0.464594494649687 0.505303523173649 0.751084497515693 0.879124751321521 0.998585596433301 0.993735817040159
0.0038165937757943 0.49071860542635 0 0.694595739737779 0.878522740902131 0.999024439087286 0.993090467182745
0.00410446442122202 0.33429387165728 0 0.709295950530775 0.862433878508361 0.999605221659953 0.994423336287852
0.00485275079994886 0.324988474578125 0.41115826046097 0.747876811843018 0.820966182549861 0.999767232141208 0.9933550950243
0.0045620333261855 0.373673079339911 0.217373806410824 0.652586716168147 0.835595658279323 0.999098300562505 0.994117709533977
0.00454503403243622 0.308428056790913 0.384398170708889 0.748252618622631 0.837052711199878 0.999514821304791 0.992723260369739
0.00493846011770799 0.371914355060602 0.305728189793432 0.703980865473731 0.82847640798918 0.999514892585269 0.992457206296783
0.00433409541626229 0.405868376315207 0.340291093099775 0.652991326869955 0.862650385034415 0.999512427660569 0.993346606468885
0.00469971960080337 0.481657541670365 0 0.663745430687685 0.835467856469983 0.999098300562505 0.993511376175728
0.004751962312067 0.277081550678781 0 0.622985023187019 0.798511840288389 0.999675623582041 0.993945122989474
0.00484297644888471 0.306749311683946 0.254642894070358 0.663302388617981 0.854847956237481 0.999402014102968 0.992762806703647
0.00493621754755611 0.379146945527548 0 0.652097761445076 0.812686104012069 0.999630049438119 0.993525554698639
0.00365236118466466 0.434457852922125 0.750032252656229 0.766007613062081 0.918907156111131 0.998581724646084 0.992776691849356
0.00441023440782166 0.289614227022534 0.230168643501269 0.782701850607381 0.752626835296348 0.999904182679317 0.993919644158909
0.00396843131226895 0.358477414698402 0.62236153753444 0.699152174479954 0.861608745676085 0.999573237298798 0.99384403149916
0.00409087750736428 0.390082359314984 1.94299405811712 0.688205414412961 0.798332705523541 0.999442719099991 0.992335508679087
0.0048964766348004 0.300083685233506 0 0.69951030079608 0.795092335064597 0.999419827926646 0.99299207354548
0.00406478415443508 0.351966192259911 0.038355111791608 0.718374950425423 0.840503159681248 0.999442719099991 0.993512029505193
0.00450878690069616 0.373323298597583 0.368648613708509 0.724236348418788 0.871944368970316 0.998942933882781 0.994654905501026
0.0040732652825072 0.395270031483037 0.310404990962243 0.728415972997371 0.815434757213572 0.999614425576751 0.992912586477674
0.00376267993140259 0.278196201140075 0.8226482169597 0.693546788860574 0.907659645941434 0.999098300562505 0.99434764682988
0.00475749062554717 0.316976135539 0.0964738704919981 0.803198542276888 0.893225401293191 0.999858061574719 0.992977126608508
0.00404677342108716 0.477959374768151 0 0.698402802127362 0.81346259211114 0.999909148828403 0.993606172165132
0.00467494037574969 0.420728725061188 0.0962076516588432 0.74396323566714 0.829484080388572 0.999257245379101 0.992345689621037
